pid,age
146485,23
146649,
146651,19
146666,24
146693,
146841,23
146872,18
146930,20
146990,19
147060,25
147159,23
147195,21
147257,23
147318,23
147342,25
147353,23
147399,25
147435,21
147597,23
147718,
147734,
147740,21
147770,19
147813,20
147821,21
147828,20
147835,21
147843,
147847,
148007,18
148044,21
148046,23
148048,21
148055,
148064,
148096,
148118,
148240,
148308,21
148558,21
148571,25
148585,16
148629,21
148813,
149029,32
149077,21
149145,20
149270,22
149330,
149353,17
149416,18
149475,22
149562,25
149671,24
149758,
149760,22
149846,23
149889,20
149900,18
150050,
150362,
150388,19
150399,20
150441,21
150479,23
150523,
150542,
150553,23
150560,22
150566,20
150568,19
150569,20
150570,
150571,
150576,22
150624,22
150626,21
150627,20
150631,20
150632,19
150635,
150636,19
150637,20
150638,
150641,19
150685,22
150711,20
150767,22
150772,19
150774,21
150775,20
150779,19
150781,19
150852,
150854,
150856,
150857,
150858,19
150860,20
150864,19
150903,
150905,21
150906,
150908,
150913,19
150926,20
150929,19
150930,
150932,
150933,
150974,25
150986,25
150987,25
151042,26
151066,19
151164,23
151190,19
151250,21
151355,20
151533,20
151603,24
151686,21
151698,16
151876,17
151965,18
151991,18
152007,
152238,20
152248,
152421,
152440,24
152443,24
152587,24
152601,23
152727,23
152776,23
152825,
152882,24
152890,24
152891,26
153055,20
153087,
153091,22
153125,25
153128,22
153129,22
153130,16
153144,28
153147,
153186,25
153224,25
153232,22
153236,22
153362,16
153433,20
153437,
153475,21
153525,21
153594,23
153630,22
153636,
153638,26
153647,
153663,22
153725,
153726,23
153728,25
153743,33
153813,21
153816,21
153853,20
153912,20
153939,20
153962,29
153969,21
153983,
153986,21
154001,21
154044,19
154046,
154058,17
154122,26
154156,20
154161,21
154202,21
154211,21
154253,23
154369,15
154414,25
154577,22
154580,25
154660,21
154678,20
154709,23
154826,
154937,19
155035,
155041,22
155136,21
155143,
155166,22
155168,33
155251,17
155253,
155255,24
155257,24
155258,24
155262,19
155368,25
155417,
155478,
155563,22
155652,25
155690,
155754,28
155775,25
155784,
155835,19
155838,23
155842,21
155848,20
155937,22
155971,25
156062,20
156102,
156105,
156122,25
156200,
156208,15
156367,
156436,20
156442,
156587,25
156593,22
156670,20
156789,26
156811,22
156977,16
157007,26
157056,29
157169,
157172,21
157186,24
157247,
157249,
157317,21
157349,31
157440,
157638,29
157645,35
157647,22
157717,19
157803,22
157892,27
157932,
158005,25
158073,25
158207,24
158211,
158244,22
158269,
158274,22
158336,
158453,
158512,18
158532,19
158822,27
158956,23
159119,23
159128,
159130,28
159216,
159330,
159436,23
159490,
159506,22
159556,23
159625,18
159929,20
159938,
159942,21
159957,22
160205,24
160207,27
160214,21
160476,20
160623,18
160692,19
160711,
160839,19
160918,
160965,
161019,18
161122,
161204,29
161344,18
161393,21
161451,
161547,
161564,
161632,20
161647,25
161690,
161847,20
161926,
161939,43
162268,24
162411,21
162465,22
162466,22
162515,
162582,17
162609,21
162631,23
162792,38
162800,18
162833,
162906,
162908,21
162911,19
162963,23
162988,26
163053,30
163082,30
163087,26
163202,21
163307,
163321,25
163323,25
163380,23
163412,19
163544,24
163618,25
163688,24
163711,21
163751,23
163803,19
163829,21
163860,25
163885,18
163985,21
164151,20
164174,23
164344,46
164361,21
164734,
164764,16
164822,19
164834,29
164864,27
164884,17
164889,
164948,23
164956,
164992,22
165088,21
165090,19
165093,18
165096,22
165128,27
165175,
165180,23
165183,
165185,20
165189,23
165381,21
165482,
165486,17
165529,
165595,
165604,24
165605,19
165615,24
165664,18
165758,22
165802,16
165895,18
165906,16
165989,18
166046,18
166115,19
166137,19
166202,21
166212,
166294,23
166384,20
166471,28
166487,
166550,22
166650,21
166789,
166993,20
167063,22
167126,72
167169,25
167545,24
167548,23
167631,24
167642,20
167643,24
167721,22
167904,18
167983,19
168635,20
168654,
168724,
168726,24
168809,23
169138,
169142,
169144,
169145,23
169237,20
169254,23
169371,
169473,24
169485,18
169618,20
169814,21
170073,20
170142,20
170422,
170562,23
170765,
170806,28
171018,28
171188,24
171238,
171391,
171398,
171576,20
171620,
171640,23
171813,32
172043,25
172067,
172171,25
172297,
172348,
172793,23
172916,25
172983,17
173035,
173046,20
173050,20
173195,
173287,24
173355,19
173356,20
173357,20
173374,23
173380,20
173589,18
173692,21
173855,19
173884,20
173886,19
173933,21
173957,27
173964,23
173967,
174017,22
174074,79
174076,20
174215,23
174290,26
174312,
174356,16
174375,
174440,18
174449,21
174450,24
174487,19
174516,23
174527,21
174696,20
174789,25
174901,18
174965,21
174966,
174968,
174986,21
175065,25
175067,26
175071,24
175100,23
175109,
175198,16
175211,
175213,18
175405,17
175408,18
175463,28
175496,19
175635,18
175729,
176141,19
176380,
176417,
176427,29
176450,24
176486,25
176489,
176523,
176647,
176797,26
176804,24
176850,
176887,
176899,24
176922,
177014,20
177066,23
177083,19
177164,24
177253,24
177302,21
177319,24
177341,22
177342,25
177536,23
177581,24
177721,
177788,20
177820,23
177936,24
178049,18
178054,22
178187,
178188,20
178305,24
178306,23
178401,22
178419,22
178589,16
178616,19
178668,21
178720,21
179038,27
179052,20
179059,20
179117,23
179142,23
179192,20
179193,
179202,24
179322,
179337,
179385,
179389,
179444,20
179453,36
179615,17
179643,
179651,25
179690,
179698,18
179840,21
179870,
179914,20
179916,18
180014,20
180022,27
180073,17
180101,
180163,
180199,32
180235,19
180271,
180275,22
180332,23
180366,
180367,24
180369,22
180372,
180407,
180408,24
180430,25
180440,
180504,17
180508,16
180509,27
180547,
180662,
180669,15
180766,
180771,
180877,38
180894,17
181001,29
181008,19
181026,
181041,21
181050,24
181076,20
181206,
181209,25
181244,21
181341,18
181344,19
181420,
181469,18
181470,18
181471,18
181472,
181474,18
181475,16
181479,
181518,
181521,
181524,
181532,19
181536,24
181538,19
181562,19
181565,
181567,18
181636,22
181667,21
181668,20
181676,21
181774,21
181777,32
181859,
182090,21
182093,20
182151,24
182176,21
182263,
182321,19
182327,19
182368,
182400,17
182543,21
182646,24
182649,20
182743,
182921,22
183063,
183139,18
183174,
183182,22
183274,20
183310,19
183634,24
183690,21
183805,21
183830,
184038,22
184121,20
184380,
184390,27
184443,24
184445,23
184452,
184502,18
184638,24
184677,
184692,17
184732,
184746,21
184768,22
184804,22
184838,21
184863,
184866,23
184870,24
184872,20
184873,
184887,
184911,
185032,27
185036,23
185037,
185057,22
185077,22
185078,22
185131,23
185153,23
185164,22
185207,
185251,21
185303,
185339,20
185359,22
185382,20
185496,25
185566,25
185581,19
185614,
185616,24
185776,20
185979,24
185982,24
185983,23
185991,23
186128,18
186181,
186232,20
186267,20
186354,17
186441,
186472,20
186588,
186670,
186672,
186792,21
186822,23
186832,
186902,20
186997,20
187073,
187122,23
187137,
187328,24
187342,
187381,
187419,31
187517,25
187562,18
187563,
187569,15
187789,20
187798,
187859,18
187911,21
187957,25
187979,22
187997,24
188010,21
188067,
188145,22
188178,19
188206,31
188350,
188366,25
188409,19
188429,21
188442,18
188551,
188647,20
188652,18
188662,21
188729,25
188749,
188776,17
188790,
188856,
188870,26
188952,22
189019,
189100,
189268,22
189280,
189281,22
189283,24
189435,19
189452,21
189484,23
189522,
189687,21
190013,34
190019,19
190053,18
190158,
190220,
190254,
190268,18
190272,
190277,17
190348,18
190356,18
190482,
190484,18
190490,
190581,25
190610,22
190684,30
190730,23
190865,18
190875,23
190979,32
190996,24
191002,
191041,22
191042,23
191044,25
191048,20
191079,22
191082,20
191083,24
191085,31
191118,24
191150,20
191170,27
191175,22
191185,24
191187,21
191188,20
191189,
191228,23
191234,
191277,19
191281,21
191284,24
191288,21
191341,25
191349,20
191500,19
191502,20
191508,23
191541,24
191544,27
191545,21
191561,24
191575,25
191635,23
191639,22
191644,24
191646,18
191656,
191658,19
191815,
191964,23
191998,18
192054,22
192063,22
192156,22
192169,27
192176,16
192310,
192322,
192344,18
192385,22
192399,19
192418,
192654,21
192664,18
192727,18
192731,18
192737,30
192822,
192875,20
192898,19
193230,
193331,25
193375,
193472,24
193523,
193559,
193605,25
193694,19
193696,20
194021,26
194095,18
194099,21
194298,26
194317,
194339,18
194345,
194357,
194404,20
194426,21
194546,
194547,24
194584,
194600,
194604,23
194619,21
194635,19
194675,20
194699,23
194702,23
194758,17
194787,19
194790,19
194819,
194864,23
194903,
195147,
195237,22
195259,23
195377,19
195419,16
195431,21
195442,24
195461,
195474,19
195479,
195494,
195505,23
195510,26
195520,
195522,
195523,
195570,23
195662,20
195711,18
195721,17
195723,17
195726,
195745,19
195751,19
195776,
195803,16
195811,17
195813,17
195815,18
195817,19
195819,18
195842,
195847,17
195849,17
195887,22
195897,22
196026,19
196042,
196063,20
196163,26
196166,25
196168,32
196171,26
196172,31
196176,
196257,
196266,30
196269,22
196270,25
196276,31
196284,26
196314,22
196333,
196344,26
196348,28
196349,32
196350,30
196352,
196389,
196535,
196558,18
196572,26
196620,18
196656,25
196663,28
196691,17
196702,29
196703,
196718,20
196785,
196937,
197033,21
197052,
197092,17
197116,
197152,25
197282,
197327,17
197335,24
197341,23
197404,18
197516,24
197558,35
197566,29
197567,24
197670,20
197719,19
197741,23
197759,21
197782,17
197844,21
197845,
197879,
197923,21
197969,18
197970,22
197974,
197975,17
197977,
197978,22
197981,27
198031,20
198048,
198049,19
198051,17
198056,21
198057,
198065,
198071,20
198072,23
198079,21
198092,21
198093,19
198106,
198124,
198163,
198167,20
198174,24
198253,21
198259,19
198298,21
198301,23
198302,
198305,23
198307,24
198309,
198313,22
198317,21
198321,
198333,23
198347,23
198358,
198548,21
198550,20
198568,
198570,23
198574,21
198575,
198578,20
198675,21
198682,
198761,19
198862,22
198929,19
198941,18
198965,23
198988,25
199026,25
199151,22
199318,
199362,25
199381,22
199415,22
199416,28
199417,25
199439,24
199451,20
199477,21
199492,25
199544,24
199550,19
199551,23
199556,24
199577,22
199657,18
199709,
199785,23
199813,23
199859,25
199876,
199879,
199891,24
199949,24
200030,26
200033,25
200045,26
200078,28
200080,
200082,23
200083,27
200086,20
200087,26
200107,24
200121,32
200164,19
200273,23
200311,26
200326,
200334,
200342,30
200348,
200408,25
200459,
200466,
200470,
200472,
200481,24
200532,25
200563,28
200581,20
200657,22
200660,21
200717,30
200774,18
200821,
200824,29
200828,22
200938,26
200939,
200972,24
201014,26
201016,24
201036,
201064,22
201350,23
201383,
201459,
201497,
201530,
201643,24
201644,20
201682,
201691,24
201747,24
201788,24
201806,25
201919,
201929,24
202003,19
202068,24
202108,25
202141,18
202219,21
202299,18
202308,23
202347,23
202395,21
202405,24
202407,24
202435,21
202564,25
202663,18
202687,24
202725,24
202742,
202804,25
202848,
202886,
202912,25
202988,30
203048,24
203057,
203058,20
203088,25
203134,
203200,19
203237,
203240,14
203429,11
203464,22
203465,26
203496,23
203500,17
203566,23
203569,20
203669,21
203712,26
203765,22
203850,23
203878,23
204074,24
204257,22
204488,28
204536,33
204574,22
204575,22
204577,21
204581,21
204590,22
204594,23
204598,24
204600,22
204630,25
204647,18
204667,21
204670,21
204674,
204676,24
204678,22
204680,
204682,21
204683,21
204684,
204688,22
204728,
204745,25
204750,22
204755,25
204857,
204858,
204919,
204925,
204928,25
204980,19
205064,21
205106,24
205116,18
205143,29
205193,18
205195,
205256,
205294,25
205318,23
205319,24
205363,25
205379,26
205403,20
205410,22
205411,21
205413,21
205414,21
205416,24
205470,
205472,23
205474,22
205475,22
205476,29
205479,22
205529,22
205547,30
205591,27
205599,30
205617,24
205659,25
205666,24
205721,18
205729,25
205761,31
205816,24
205817,21
205820,22
205869,21
206049,20
206083,48
206085,
206098,22
206099,22
206100,
206120,
206150,24
206176,23
206178,23
206206,
206240,
206255,22
206334,28
206399,16
206487,23
206573,23
206578,27
206592,21
206598,24
206676,21
206709,27
206714,21
206801,23
206867,22
206929,20
206987,23
207064,24
207119,22
207128,22
207148,24
207152,
207156,19
207158,
207221,27
207243,
207324,
207330,28
207379,
207395,21
207398,16
207442,18
207444,
207506,26
207540,25
207541,
207546,17
207551,
207616,
207708,30
207732,
207790,19
207794,29
207892,
207946,27
207992,
208002,20
208007,
208010,27
208011,17
208063,17
208066,15
208076,20
208136,26
208213,28
208242,27
208253,22
208398,
208553,24
208715,22
208791,22
208906,20
208991,
209001,14
209010,
209102,18
209169,23
209252,
209275,22
209353,24
209362,23
209466,
209483,21
209524,21
209556,19
209582,23
209607,23
209654,
209692,21
209710,26
209724,
209728,20
209731,
209793,21
209810,24
209812,26
210022,
210057,23
210108,24
210117,
210129,18
210202,31
210230,
210486,
210623,17
210705,26
210834,20
210895,20
210926,23
210930,20
210932,22
210993,20
211185,23
211249,19
211305,29
211330,19
211339,20
211438,20
211503,20
211677,22
211683,
211763,22
211783,
211785,21
211884,19
211896,23
211907,
211973,27
211980,19
211983,20
212011,
212020,18
212031,18
212077,
212122,28
212123,19
212124,21
212128,30
212140,22
212173,
212188,22
212325,
212387,20
212388,23
212392,
212496,20
212502,22
212503,
212508,26
212509,
212510,19
212527,
212590,17
212598,
212631,25
212670,30
212671,23
212674,17
212675,25
212711,23
212720,
212722,
212725,26
212726,21
212727,25
212728,27
212756,20
212771,26
212774,22
212814,20
212816,24
212817,
212819,23
212874,26
212879,
212887,23
212889,20
212891,
212895,20
212897,24
212898,23
212899,19
212900,
212941,26
212960,20
212961,25
212962,23
212993,20
212994,18
212996,28
213000,22
213001,21
213070,22
213112,27
213113,
213116,21
213118,20
213195,22
213242,
213399,
213568,19
213656,
213657,22
213763,23
213764,21
213765,21
213766,26
213772,19
213779,21
213981,
214031,16
214061,21
214093,52
214149,25
214226,21
214236,25
214321,24
214327,21
214349,19
214418,
214561,
214620,
214625,
214675,21
214720,24
214726,22
214749,20
214757,21
214829,21
214836,21
215154,21
215263,
215310,25
215314,24
215320,26
215344,24
215362,
215455,26
215500,
215697,23
215725,19
215784,23
215852,22
215875,
215953,
215962,
215992,24
216029,23
216053,26
216150,16
216153,
216157,22
216160,23
216236,
216251,21
216277,21
216286,31
216387,25
216396,26
216421,19
216505,22
216516,23
216605,
216678,
216688,22
216749,23
216751,26
216804,25
216807,23
216836,29
216865,
216874,
216898,15
216907,26
216930,
216971,24
217010,24
217122,23
217191,19
217193,20
217258,18
217272,
217277,
217295,25
217299,20
217301,
217303,21
217306,21
217308,20
217386,23
217391,
217421,24
217441,20
217442,23
217444,
217446,
217447,22
217448,22
217449,21
217452,21
217456,20
217501,
217502,21
217504,21
217506,22
217508,22
217510,22
217513,21
217517,21
217557,
217601,21
217606,25
217630,23
217633,24
217634,21
217635,21
217637,20
217638,23
217642,21
217644,
217645,22
217683,21
217684,21
217685,22
217688,21
217691,22
217693,
217713,23
217744,24
217745,
217748,23
217749,21
217750,22
217751,21
217757,23
217787,
217807,21
217808,19
217813,25
217823,23
217832,
217876,22
217879,20
217881,21
217882,24
217914,
217959,
217961,20
217963,22
217964,21
217971,22
217977,25
217992,
218062,25
218063,22
218065,23
218068,25
218071,20
218072,
218073,22
218075,
218077,21
218080,24
218253,25
218255,
218321,21
218371,25
218374,22
218377,
218451,24
218477,23
218480,
218486,15
218515,
218597,19
218635,21
218784,
218850,29
219015,26
219084,26
219208,22
219277,30
219281,22
219299,24
219300,26
219307,23
219309,26
219423,29
219425,25
219494,
219498,
219540,
219544,23
219568,23
219583,18
219603,20
219605,20
219607,26
219614,20
219642,
219644,25
219668,24
219828,
219831,20
219833,20
219837,
219840,
219986,44
220020,33
220040,
220047,24
220050,23
220118,
220128,25
220133,26
220148,25
220172,
220285,25
220316,20
220344,26
220352,31
220417,
220443,20
220455,29
220510,18
220541,
220653,21
220676,18
220677,24
220728,
220739,
220830,25
220933,20
220957,19
220966,25
221024,
221089,27
221119,25
221126,19
221157,23
221197,22
221200,27
221202,23
221205,23
221210,23
221288,24
221412,
221428,
221463,27
221467,27
221537,23
221622,25
221672,
221673,22
221700,25
221719,23
221753,25
221778,24
221810,20
221816,23
221820,
221828,
221903,30
221945,22
222054,22
222095,19
222202,
222255,26
222268,26
222321,
222383,24
222392,25
222395,
222890,
222946,23
223015,
223018,
223022,
223027,
223028,
223032,24
223118,17
223120,19
223173,22
223174,22
223191,16
223195,24
223207,
223233,23
223234,
223238,31
223240,27
223269,26
223359,26
223505,
223546,19
223729,
223774,21
223776,19
223790,17
223806,
223938,22
223940,45
223944,
223945,23
223946,
223948,28
223949,
223965,26
223967,22
223968,22
223970,20
223971,
223973,21
223974,21
223997,21
223998,26
223999,20
224002,23
224004,23
224005,
224006,23
224011,22
224012,
224013,23
224014,21
224033,
224064,25
224095,20
224158,24
224168,
224186,26
224193,25
224215,22
224254,24
224357,26
224396,20
224537,21
224570,
224612,
224613,20
224755,20
224759,21
224761,20
224768,
224817,
224909,21
224924,22
224946,
224974,20
225005,22
225015,23
225133,18
225163,23
225164,23
225202,
225243,24
225343,19
225390,28
225393,
225451,19
225621,22
225758,25
225974,
226106,10
226201,24
226228,55
226306,20
226314,22
226360,15
226431,22
226482,33
226490,
226526,26
226627,24
226652,
226696,19
226749,
226858,28
226961,18
227069,23
227161,25
227179,22
227418,29
227529,21
227547,21
227635,24
227638,22
227760,21
227973,
228118,22
228137,20
228177,
228246,22
228318,
228325,25
228351,
228412,14
228571,
228682,19
228684,23
228687,22
228689,23
228691,24
228692,25
228699,18
228713,23
228738,17
228755,21
228759,24
228780,
228867,22
228868,19
228875,
228884,24
228921,17
228959,25
229010,21
229063,
229089,18
229092,
229094,
229111,
229115,21
229120,
229178,
229223,20
229513,17
229517,
229547,
229550,19
229558,18
229627,17
229659,
229671,
229712,
229714,21
229715,19
229720,18
229766,19
229767,28
229776,18
229863,17
229880,
229911,17
229916,29
229946,21
229947,
229978,
230026,21
230126,24
230353,21
230496,
230527,
230541,20
230706,19
230750,19
230983,
231138,
231173,22
231175,23
231210,22
231330,24
231548,23
231553,23
231587,22
231622,
231663,24
231675,24
231677,22
231681,23
231682,21
231742,25
231794,
231823,25
232116,26
232202,25
232228,
232523,23
232563,19
232566,24
232677,
232717,17
232763,17
232778,20
232921,24
232924,25
232925,22
233068,21
233071,24
233074,24
233078,24
233087,18
233114,22
233264,21
233345,24
233378,21
233395,28
233427,22
233440,20
233477,
233618,20
233675,17
233686,22
233706,
233805,
233809,17
234030,25
234032,22
234261,22
234331,21
234482,15
234500,
234550,20
234610,
234710,19
234792,
234866,
234870,
234978,
235041,22
235042,23
235057,22
235059,21
235118,24
235184,
235225,21
235229,21
235256,21
235257,22
235282,22
235336,22
235349,
235370,24
235375,
235394,25
235439,23
235474,25
235495,24
235532,20
235603,23
235670,27
235673,22
235676,
235680,22
235738,24
235749,27
235798,22
235808,18
236021,27
236088,
236100,24
236183,26
236208,22
236248,23
236252,
236327,22
236488,21
236489,22
236490,22
236504,19
236546,21
236593,
236595,21
236603,25
236642,22
236662,28
236724,
236746,21
236780,
236794,24
236830,21
236955,24
237000,28
237087,29
237155,26
237157,
237160,28
237161,
237163,24
237166,30
237168,
237177,
237248,24
237254,
237255,
237258,
237259,31
237260,25
237261,32
237262,21
237287,
237307,22
237370,23
237371,23
237404,24
237415,25
237431,25
237460,17
237559,22
237629,23
237640,21
237651,22
237660,34
237666,19
237669,21
237671,21
237676,
237677,
237680,25
237682,24
237684,24
237690,
237725,19
237752,
237753,25
237757,
237775,25
237788,27
237808,23
237823,
237828,21
237831,25
237863,26
237866,24
237867,25
237871,18
237872,
237889,21
237890,
237901,22
237908,
237912,24
237915,23
237949,
237950,27
237951,25
237954,25
237976,24
237989,
238001,26
238021,
238050,19
238058,19
238059,
238065,
238067,26
238075,25
238135,
238156,19
238189,18
238272,25
238282,
238325,23
238379,
238380,31
238381,28
238410,19
238415,23
238419,32
238428,33
238440,25
238461,22
238508,25
238527,27
238549,
238554,22
238570,
238573,19
238594,27
238625,26
238674,
238679,
238687,
238711,18
238718,22
238721,26
238722,26
238727,26
238769,24
238804,26
238805,
238806,23
238809,24
238810,23
238816,25
238817,33
238826,29
238847,
238922,23
238955,
238961,23
239002,
239020,21
239038,
239077,23
239095,22
239123,21
239148,18
239156,17
239323,32
239350,26
239366,
239483,26
239486,
239510,
239554,23
239558,28
239567,25
239600,25
239602,
239628,
239629,17
239669,19
239701,25
239708,22
239714,
239777,25
239798,18
239978,26
240068,20
240103,22
240107,22
240127,19
240183,
240208,22
240209,
240212,21
240241,24
240359,18
240363,18
240401,21
240407,18
240436,
240440,
240443,
240449,
240450,
240462,24
240510,
240541,23
240589,
240591,20
240630,
240688,22
240759,
240771,23
240773,26
240808,26
240818,
240862,20
240995,18
240999,
241015,17
241043,26
241157,25
241216,
241223,
241266,21
241280,
241306,24
241330,20
241336,
241339,22
241343,19
241347,19
241349,20
241370,
241476,
241490,26
241545,25
241608,19
241630,19
241719,19
241728,23
241743,23
241748,26
241802,28
241803,26
241804,
241827,24
241889,25
242062,19
242064,
242111,23
242118,
242123,24
242167,18
242173,21
242270,
242277,24
242327,
242329,
242336,24
242423,
242428,29
242434,23
242452,25
242513,18
242514,26
242515,24
242516,25
242517,
242529,29
242616,24
242621,20
242637,
242656,22
242797,21
242931,20
242937,
242938,21
242939,
242944,29
243010,25
243084,22
243096,29
243128,25
243137,
243178,32
243197,17
243430,23
243431,22
243495,24
243503,16
243507,22
243542,25
243551,24
243650,24
243653,30
243655,17
243657,23
243664,
243712,
243802,
243803,23
243805,22
243810,21
243815,23
243820,
243832,26
243835,22
243837,25
243867,23
243902,25
243973,
243986,
244091,
244188,21
244207,
244343,
244441,26
244521,26
244542,
244543,22
244557,20
244583,
244589,25
244613,23
244640,
244647,24
244660,24
244662,24
244688,36
244725,19
244732,23
244743,25
244745,19
244749,23
244753,
244757,
244809,18
244877,23
244879,
244890,
244934,19
244935,25
244937,19
244947,21
244949,18
245002,19
245003,19
245005,18
245008,19
245010,18
245011,20
245031,
245074,20
245083,
245084,18
245085,18
245086,18
245090,19
245093,20
245154,18
245156,20
245157,20
245160,21
245162,18
245163,18
245169,24
245189,29
245254,20
245256,24
245264,26
245265,
245270,23
245271,17
245274,21
245275,23
245277,17
245280,19
245284,
245309,20
245310,23
245311,26
245312,26
245318,29
245321,
245415,22
245449,21
245509,
245543,24
245577,26
245698,
245700,
245730,21
245770,26
245864,
245992,21
246001,21
246113,21
246159,23
246194,21
246305,22
246333,22
246362,19
246389,
246394,20
246395,24
246418,28
246469,20
246473,21
246475,26
246520,31
246527,24
246528,
246756,24
246858,17
246871,24
246875,20
246884,26
246923,23
246932,24
246970,24
246977,24
246994,24
247096,25
247226,24
247304,20
247314,24
247328,17
247345,
247417,
247469,23
247723,
247811,21
247923,
248011,25
248012,31
248092,23
248093,20
248107,19
248139,22
248170,22
248194,
248202,19
248236,
248384,21
248443,
248445,27
248458,
248501,18
248527,
248541,
248569,20
248776,23
248859,
249006,25
249012,23
249043,
249050,25
249089,23
249114,27
249127,27
249178,24
249179,27
249313,20
249441,22
249466,
249483,
249487,20
249641,
249700,
249716,22
249759,25
249762,23
249813,
249835,22
249837,25
249869,21
249892,25
249903,20
249906,18
249917,20
249919,23
249922,23
249960,19
250008,18
250031,21
250110,20
250180,26
250232,21
250233,21
250248,24
250268,21
250320,19
250366,
250400,
250444,
250546,22
250573,19
250616,22
250683,26
250798,24
250808,
250844,
250851,25
250949,
250982,21
251100,
251101,19
251109,22
251110,
251155,20
251156,20
251203,23
251221,19
251222,
251227,19
251230,22
251231,19
251234,
251273,
251274,20
251276,
251321,25
251325,23
251328,
251329,23
251331,18
251333,19
251344,18
251345,20
251369,
251378,27
251400,
251469,
251474,18
251744,24
251746,23
251781,29
251825,27
251910,
251923,19
251946,
251976,
252063,
252077,21
252128,24
252134,24
252138,
252240,27
252282,25
252312,24
252350,21
252507,24
252552,21
252554,
252555,18
252579,
252582,26
252584,27
252622,21
252656,21
252696,21
252700,
252704,21
252735,22
252777,21
252783,30
252864,33
253029,23
253050,27
253141,22
253294,
253296,19
253309,23
253410,
253538,19
253542,22
253553,22
253588,22
253643,20
253651,22
253653,
253657,
253684,26
253697,
253721,22
253784,19
253785,
253790,21
253794,27
253796,24
253800,23
253805,25
253912,20
253917,22
253928,28
254186,
254321,33
254338,21
254342,21
254415,22
254464,
254480,21
254602,23
254616,
254799,29
254831,
254932,21
254954,
254997,25
255052,23
255058,25
255143,
255144,22
255150,23
255189,
255191,27
255211,26
255309,21
255376,
255387,
255425,25
255493,18
255504,24
255637,21
255641,25
255966,
256029,23
256031,17
256033,22
256039,16
256066,
256104,21
256111,36
256179,26
256216,
256259,
256271,24
256272,22
256312,25
256320,18
256335,14
256520,
256619,29
256655,18
256674,
256722,
256765,24
256779,20
256800,20
256883,
256904,16
256931,20
256941,23
257008,
257058,22
257107,18
257151,19
257154,19
257157,25
257173,22
257200,
257201,18
257214,21
257241,
257261,23
257264,27
257323,23
257338,22
257450,
257523,21
257735,17
257914,18
257950,
258038,17
258078,19
258086,21
258087,21
258144,
258190,22
258192,22
258334,
258465,16
258499,25
258511,22
258544,20
258618,24
258671,27
258677,31
258714,24
258791,24
258808,
258812,
258880,
258969,26
258981,24
258992,22
259051,27
259216,20
259217,
259222,24
259224,23
259282,24
259291,
259422,
259653,18
259684,24
259694,
259744,27
259793,19
259806,
259847,20
259897,23
259938,21
260027,20
260033,
260037,
260100,
260102,18
260104,21
260116,19
260131,20
260135,
260147,20
260148,20
260168,18
260199,19
260227,
260248,
260252,19
260269,
260271,23
260326,22
260331,19
260341,
260371,
260461,17
260462,20
260524,28
260679,23
260764,22
260836,23
260985,27
261004,
261005,
261076,16
261153,27
261444,19
261495,23
261499,20
261651,22
261673,
261811,23
261838,18
262189,20
262191,20
262219,20
262280,21
262431,22
262438,25
262449,21
262452,19
262463,22
262629,25
262637,17
262666,23
262809,25
263034,23
263113,21
263158,
263249,24
263297,21
263327,20
263329,22
263333,19
263337,19
263350,21
263352,22
263371,22
263372,20
263373,22
263378,22
263381,20
263393,
263451,20
263500,29
263564,19
263570,20
263571,21
263607,24
263646,24
263653,20
263726,
263755,25
263794,20
263796,
263814,21
263816,
263863,17
263908,
264017,22
264038,24
264043,25
264099,25
264129,21
264156,20
264261,
264264,19
264272,
264314,20
264400,
264520,19
264524,18
264606,
264667,20
264673,
264677,18
264735,
264923,19
264961,
264978,15
264987,18
265049,25
265135,23
265136,22
265257,20
265298,19
265474,23
265607,22
265729,
265841,18
265892,21
265899,20
266112,20
266360,
266406,
266497,19
266504,
266536,18
266608,22
266611,21
266645,23
266755,
266760,
266980,
267145,
267207,
267231,25
267290,20
267350,18
267372,24
267466,22
267535,22
267555,22
267614,19
267676,18
267744,29
267757,20
267771,23
267772,
267782,
267796,29
267823,31
267828,21
267830,30
267843,30
267872,30
267881,21
267938,25
267939,22
267944,
267993,25
268000,
268029,22
268035,25
268036,
268043,
268060,31
268071,22
268092,26
268095,26
268110,
268138,30
268139,23
268142,19
268146,26
268204,19
268297,22
268355,24
268360,25
268361,24
268378,
268381,23
268382,21
268631,35
268698,17
268928,23
269007,17
269023,24
269074,
269313,
269416,20
269443,
269450,
269474,18
269512,20
269636,21
269648,18
269652,24
269662,26
269728,17
269731,22
269826,22
269829,22
269863,27
269871,
269877,20
269901,19
269934,
270006,39
270014,24
270063,21
270088,19
270092,
270127,20
270198,20
270230,
270239,22
270282,
270340,23
270437,22
270501,24
270502,21
270731,
270755,24
270756,
270876,18
270911,
271058,20
271062,20
271067,
271194,
271199,19
271206,19
271307,21
271328,16
271469,21
271606,
271661,21
271718,25
271867,24
271982,22
271993,16
272045,17
272070,23
272214,19
272224,23
272227,25
272229,24
272233,20
272278,18
272392,18
272450,
272548,
272574,22
272577,21
272582,19
272584,20
272587,21
272615,23
272863,25
273002,25
273035,
273069,22
273076,23
273102,
273129,28
273201,22
273206,21
273212,18
273225,
273253,24
273260,25
273261,21
273272,18
273312,
273314,22
273319,20
273357,
273380,24
273522,23
